Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Planning Address,APN(s),Supervisor District,Planning Neighborhood,City Analysis Neighborhood,Lead Agency,Program Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,DBI Permit Number,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Recording Number,Recording Date,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,20% AMI,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Latitude,Longitude,Location
2014-010,(5) First Construction Document Issued,650 Indiana,650,Indiana,St,94107,"666 INDIANA ST, SAN FRANCISCO, CA 94107",4041009,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Rental,,12/24/2014,06/02/2015,11/23/2016,Michael Yarne/Build Inc,,,"201312244989, 201312244992, 201406138365, 201408063115, 201501065055, 201501065060",2012.1574,http://propertymap.sfplanning.org/?search=2012.1574,"2012.1574E,2012.1574E_3,2012.1574K,2012.1574U,2012.1574X",05/01/2014,On-site BMR Project ,2014-J923409,08/05/2014,111,16,95,14%,0,0,0,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,37.762147831347299,-122.391861643543,"(37.7621478313473, -122.391861643543)"
2014-011,(5) First Construction Document Issued,1201-1225 Tennessee,1201-1225,Tennessee,St,94107,"1225 TENNESSEE ST, SAN FRANCISCO, CA 94107",4172022,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Rental,,04/01/2015,06/15/2015,12/06/2016,AGI Capital,,,"201312234917, 201408083371, 201608054314",2012.0493,http://propertymap.sfplanning.org/?search=2012.0493,"2012.0493CND,2012.0493E,2012.0493E_3,2012.0493E_5,2012.0493K,2012.0493U,2012.0493X",05/01/2014,On-site BMR Project ,2014-J889089,05/30/2014,259,34,225,13%,0,0,0,0,0,0,0,0,0,,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,37.755927975883601,-122.388602973408,"(37.7559279758836, -122.388602973408)"
2014-012,(5) First Construction Document Issued,Hunters View Phase IIB (Block 10),146,West Point,Rd,94124,"0 SITUS TO BE ASSIGNED, SAN FRANCISCO, CA 94124",4624055,10,Bayview,Bayview Hunters Point,MOHCD,HOPE SF,New Construction,Rental,11/15/2015,11/03/2014,,09/30/2017,John Stewart Company,Devine & Gong / Ridgepoint,"HV Partners Block 10, LP",,2009.1075,http://propertymap.sfplanning.org/?search=2009.1075,2009.1075F,06/12/2008,,,,72,71,1,99%,0,0,38,0,31,0,2,0,1,3bd,71,0,0,0,0,0,0,71,0,0,0,0,0,0,0,37.735225602647098,-122.380759443998,"(37.7352256026471, -122.380759443998)"
2014-013,(3) Design with Entitlements Approved,2101-2155 Webster,2101-2155 ,Webster,St,94115,"2460 SACRAMENTO ST, SAN FRANCISCO, CA 94115",0629016,2,Pacific Heights,Pacific Heights,MOHCD,Inclusionary,New Construction,Ownership,,,,,Trumark Urban,,,"201311222660, 201406057550, 201406057554, 201406057555",2013.0227,http://propertymap.sfplanning.org/?search=2013.0227,"2013.0227C,2013.0227E,2013.0227K,2013.0227U",05/05/2014,Fee Payment ,2014-J903855,07/03/2014,76,0,76,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.790267154287001,-122.433176510932,"(37.790267154287, -122.433176510932)"
2014-014,(5) First Construction Document Issued,1634-1690 Pine,1634-1690,Pine,St,94109,"1634 PINE ST, SAN FRANCISCO, CA",024025-0647 (2 lots),2,Western Addition,Western Addition,MOHCD,Inclusionary,New Construction,Ownership,,,11/05/2014,04/28/2016,Oyster Development Corp. ,,,"201312184508, 201511233368",2011.1306,http://propertymap.sfplanning.org/?search=2011.1306,"2011.1306C,2011.1306E,2011.1306E_3,2011.1306E_5,2011.1306U",05/15/2014,On-site BMR Project ,2014-J909490,07/17/2014,261,31,230,12%,0,0,0,0,0,0,0,0,0,,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,37.789553093229401,-122.42327888481,"(37.7895530932294, -122.42327888481)"
2014-015,(3) Design with Entitlements Approved,1433 Bush ,1433,Bush,St,94109,"1433 BUSH ST, SAN FRANCISCO, CA 94109",0670024,3,Downtown/Civic Center,Nob Hill,MOHCD,Inclusionary,New Construction,Unknown,,,,,Don D. Ambrosio & City Rent-a-Car,,,,2009.1074,http://propertymap.sfplanning.org/?search=2009.1074,"2009.1074C,2009.1074E,2009.1074K,2009.1074V",05/22/2014,Fee Payment ,2016-K346130,10/20/2016,32,0,32,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788363253948098,-122.42084130449,"(37.7883632539481, -122.42084130449)"
2014-016,(5) First Construction Document Issued,2051 3rd ,2051,3rd,St,94107,"2065 03RD ST, SAN FRANCISCO, CA 94107",3994084,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Rental,,06/10/2015,12/30/2015,06/22/2017,Raintree 2015 Third Street LLC,,,"201406279814, 201411121259, 201411121261",2010.0726,http://propertymap.sfplanning.org/?search=2010.0726,"2010.0726E,2010.0726E_3,2010.0726K,2010.0726LLA,2010.0726U,2010.0726X",06/05/2014,On-site BMR Project ,2014-J984244,12/08/2014,93,12,81,13%,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,37.763734692037097,-122.388305886171,"(37.7637346920371, -122.388305886171)"
2014-017,(5) First Construction Document Issued,119 - 7th ,119,7th,St,94103,"119 07TH ST, SAN FRANCISCO, CA",3726103,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Unknown,,05/11/2015,10/02/2015,03/25/2017,"American Pacific International, Inc.",,,201406249298,2012.0673,http://propertymap.sfplanning.org/?search=2012.0673,"2012.0673E,2012.0673U,2012.0673X",06/19/2014,Fee Payment ,2014-J904789,07/08/2014,39,0,39,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.779072868858997,-122.410312380115,"(37.779072868859, -122.410312380115)"
2014-018,(5) First Construction Document Issued,580 Hayes  ,580,Hayes,St,94102,"580 HAYES ST, SAN FRANCISCO, CA 94102",0807010,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,New Construction,Unknown,,03/31/2015,07/29/2015,01/19/2017,"Laguna Hayes, LLC",,,201312093685,2012.0903,http://propertymap.sfplanning.org/?search=2012.0903,"2012.0903C,2012.0903E,2012.0903E_3,2012.0903K,2012.0903U,2012.0903V",06/26/2014,Fee Payment ,2014-J915746,07/30/2014,29,0,29,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.776756677616397,-122.42602925401999,"(37.7767566776164, -122.42602925402)"
2015-030,(2) Predevelopment Feasibility,Hunters View Block 8 - Habitat,,Address not yet assigned,,94124,Planning address not yet assigned,4624053,10,Bayview,Bayview Hunters Point,MOHCD,HOPE SF,New Construction,Ownership,,,,,Habitat for Humanity of Greater Bay Area,,Entity to be formed,,Not Yet Available,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.735840098879798,-122.380417803017,"(37.7358400988798, -122.380417803017)"
2014-019,(2) Predevelopment Feasibility,Goodwill,1500,Mission ,St,94103,1500 MISSION ST 94103,3506006,6,South of Market,Mission,MOHCD,Bonds Only,New Construction,Rental,06/01/2017,,,04/01/2020,Related California,,"Related California Urban Housing, LLC",,2014-000362PRJ,http://propertymap.sfplanning.org/?search=2014-000362PRJ,"2014-000362DNX,2014-000362ENV,2014-000362MAP,2014-000362PCA,2014-000362SHD,2014.1208PPA,2014.1208U",,,,,565,113,452,20%,0,25,67,20,1,0,0,0,0,,113,0,0,0,0,0,0,113,0,0,0,0,0,0,0,37.774186409347102,-122.41812665499,"(37.7741864093471, -122.41812665499)"
2014-020,(3) Design with Entitlements Approved,325 Fremont,325,Fremont,St,94105,"325 FREMONT ST, SAN FRANCISCO, CA 94105",3747012,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,New Construction,Unknown,,,,,Fremont 325 Development LLC,,,201605046495,2012.1025,http://propertymap.sfplanning.org/?search=2012.1025,"2012.1025E,2012.1025E_3,2012.1025U,2012.1025V,2012.1025X",07/17/2014,Fee Payment ,,,118,0,118,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.787838445045999,-122.39303100839599,"(37.787838445046, -122.393031008396)"
2014-021,(5) First Construction Document Issued,346 Potrero,346,Potrero,Ave,94103,"346 POTRERO AV, SAN FRANCISCO, CA 94103",3962008,10,Mission,Mission,MOHCD,Inclusionary,New Construction,Rental,,02/18/2015,04/24/2015,10/15/2016,Trumark Urban,,,201311202405,2012.0793,http://propertymap.sfplanning.org/?search=2012.0793,"2012.0793CND,2012.0793E,2012.0793E_3,2012.0793K,2012.0793U,2012.0793X",07/24/2014,On-site BMR Project ,2014-J950089,09/16/2014,70,11,59,16%,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,37.765139597974901,-122.40781645960701,"(37.7651395979749, -122.407816459607)"
2014-022,(5) First Construction Document Issued,923 Folsom,923,Folsom,St,94107,"923 FOLSOM ST, SAN FRANCISCO, CA 94107",3753106,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Ownership,,05/12/2015,09/09/2015,03/02/2017,Trumark Urban,,,"201311202410, 201409126237",2012.1333,http://propertymap.sfplanning.org/?search=2012.1333,"2012.1333E,2012.1333E_3,2012.1333Q,2012.1333S,2012.1333U,2012.1333X",07/24/2014,Fee Payment ,2014-J948474,09/11/2014,115,0,115,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.779541189560099,-122.40365925499999,"(37.7795411895601, -122.403659255)"
2014-023,(5) First Construction Document Issued,645 Texas,645,Texas,St,94107,"645 TEXAS ST, SAN FRANCISCO, CA 94107",4102026,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Ownership,,01/27/2015,06/19/2015,12/10/2016,Jessie Stuart,,,"201312093691, 201410068171, 201410068172, 201410249875",2012.1218,http://propertymap.sfplanning.org/?search=2012.1218,"2012.1218E,2012.1218E_3,2012.1218K,2012.1218U,2012.1218X,2014-002298GPR,2015-004253CND",08/14/2014,On-site BMR Project ,2014-J950088,09/16/2014,91,11,80,12%,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,37.757963409218497,-122.394571813144,"(37.7579634092185, -122.394571813144)"
2014-024,(2) Predevelopment Feasibility,Transbay Block 1,160,Folsom,St,94105,Not Applicable,3740030,6,Financial District,Financial District/South Beach,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,201309277934,Not Applicable,,,,,,,391,156,235,40%,0,0,0,0,0,0,0,0,0,,156,0,0,0,0,0,0,0,0,0,0,0,0,156,0,37.7899816042381,-122.391730222711,"(37.7899816042381, -122.391730222711)"
2014-025,(3) Design with Entitlements Approved,Schlage Project,0,Schlage Project,,94134,"2175 BAYSHORE BL, SAN FRANCISCO, CA 94134",5066B020,10,Visitacion Valley,Bayview Hunters Point,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,,2006.1308,http://propertymap.sfplanning.org/?search=2006.1308,"2006.1308E,2006.1308E_3,2006.1308E_5,2006.1308M,2006.1308R,2006.1308R_3,2006.1308T,2006.1308U,2006.1308U_3,2006.1308U_5,2006.1308U_7,2006.1308W,2006.1308Z",09/02/2014,On-site BMR Project/Fee Payment,,,1679,168,1511,10%,0,0,0,0,0,0,0,0,0,,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.710316377746203,-122.403518556368,"(37.7103163777462, -122.403518556368)"
2014-026,(6) Complete,149-151 Duboce Ave,149-151,Duboce,Ave,94103,Not Applicable,3533065,8,Mission,Mission,MOHCD,Small Sites,Rehabilitation,Rental,10/28/2015,10/20/2015,,05/18/2016,San Francisco Community Land Trust,,San Francisco Community Land Trust,201509015830,Not Applicable,,,,,DOC-2014-J997736-00,12/23/2014,4,4,0,100%,0,0,4,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37.769567941009001,-122.42345889371801,"(37.769567941009, -122.423458893718)"
2014-027,(5) First Construction Document Issued,1527-45 Pine,1527-45,Pine,St,94109,"1545 PINE ST, SAN FRANCISCO, CA 94109",0667016,3,Nob Hill,Nob Hill,MOHCD,Inclusionary,New Construction,Ownership,,10/27/2015,02/29/2016,08/22/2017,Trumark Urban,,,"201312033256, 201411141511, 201411141513, 201411141516, 201411141517, 201411141519, 201607273531",2006.0383,http://propertymap.sfplanning.org/?search=2006.0383,"2006.0383C,2006.0383E,2006.0383E_3,2006.0383K,2006.0383V",10/02/2014,On-site BMR Project ,2014-J981705,12/01/2014,103,12,91,12%,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,37.789288405425502,-122.421083117489,"(37.7892884054255, -122.421083117489)"
2014-028,(5) First Construction Document Issued,815-825 Tennessee,815-825,Tennessee,St,94107,"825 TENNESSEE ST, SAN FRANCISCO, CA 94107",4059001A,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Ownership,,06/15/2016,08/31/2016,02/22/2018,DM 815 Tennessee Street LLC,,,"201405054911, 201405054913",2013.0220,http://propertymap.sfplanning.org/?search=2013.0220,"2013.0220CND,2013.0220E,2013.0220K,2013.0220PPA,2013.0220U,2013.0220X",10/16/2014,On-site BMR Project ,2014-J997211,12/22/2014,69,10,59,14%,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,37.761365419453298,-122.389263883726,"(37.7613654194533, -122.389263883726)"
2014-029,(5) First Construction Document Issued,520 9th ,520,9th,St,94103,"520 09TH ST, SAN FRANCISCO, CA 94103",3526005,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Unknown,,,06/22/2015,12/13/2016,520 9th Street LLC,,,,2013.0066,http://propertymap.sfplanning.org/?search=2013.0066,"2013.0066E,2013.0066U,2013.0066V",10/19/2014,Fee Payment ,2014-J959877,10/10/2014,12,0,12,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.770781463967197,-122.40832332682,"(37.7707814639672, -122.40832332682)"
2014-030,(5) First Construction Document Issued,690 Page,690,Page,St,94117,"690 PAGE ST, SAN FRANCISCO, CA 94117",0843051,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,New Construction,Ownership,,06/25/2015,08/31/2015,02/21/2017,"Page Steiner Associates, LLC",,,"201305217455, 201305217457, 201305217462, 201305217463, 201305217464",2012.0909,http://propertymap.sfplanning.org/?search=2012.0909,"2012.0909D,2012.0909E,2012.0909S,2012.0909U",11/13/2014,On-site BMR Project ,2015-K002156,01/08/2015,12,1,11,8%,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.7730643613342,-122.432031852444,"(37.7730643613342, -122.432031852444)"
2014-031,(6) Complete,Ritz Carlton,690,Market,St,94104,"690 MARKET ST, #0101, SAN FRANCISCO, CA 94108",016119-0311 (104 lots),3,Financial District,Financial District/South Beach,MOHCD,Inclusionary,New Construction,Ownership,,,,,Donald L. Baarman,,,201412194144,2013.1601,http://propertymap.sfplanning.org/?search=2013.1601,"2013.1601E,2013.1601V,2013.1601X",11/13/2014,Fee Payment ,2014-J987427,12/12/2014,19,0,19,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788247977736901,-122.403232212982,"(37.7882479777369, -122.403232212982)"
2014-032,(2) Predevelopment Feasibility,Britton Courts (1250 Sunnydale Ave),171,Loehr,St,94134,Not Applicable,6300043,10,Visitacion Valley,Visitacion Valley,MOHCD,Bonds Only,Rehabilitation,Rental,01/01/2018,,,12/01/2018,Mercy Housing California,,"Britton Street Associates, a California Limited Partnership",,Not Applicable,,,,,,,92,91,1,99%,0,0,0,62,21,8,0,0,1,2bd,91,0,0,0,0,0,0,45,0,46,0,0,0,0,0,37.7117163040989,-122.41335802466099,"(37.7117163040989, -122.413358024661)"
2014-033,(5) First Construction Document Issued,1450 15th ,1450,15th,St,94103,"1450 15TH ST, SAN FRANCISCO, CA 94103",3549064,9,Mission,Mission,MOHCD,Inclusionary,New Construction,Unknown,,05/29/2015,08/18/2015,02/08/2017,,,,201306280738,2013.0124,http://propertymap.sfplanning.org/?search=2013.0124,"2013.0124E,2013.0124E_3,2013.0124PPA,2013.0124U,2013.0124X",12/11/2014,Fee Payment ,2014-J995311,12/19/2014,23,0,23,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.767091563379303,-122.41683342144201,"(37.7670915633793, -122.416833421442)"
2014-034,(5) First Construction Document Issued,3420 18th ,3420,18th,St,94110,"3420 18TH ST, SAN FRANCISCO, CA 94110",3576090,9,Mission,Mission,MOHCD,Inclusionary,New Construction,Unknown,,05/08/2015,06/11/2015,12/02/2016,Sternberg Benjamin Architects,,,"201311041054, 201311041060",2012.1572,http://propertymap.sfplanning.org/?search=2012.1572,"2012.1572E,2012.1572E_3,2012.1572PPA,2012.1572U,2012.1572V",12/16/2014,Fee Payment ,,,16,0,16,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.762004247941,-122.419986074203,"(37.762004247941, -122.419986074203)"
2014-035,(5) First Construction Document Issued,233 Shipley,233-237 ,Shipley,St,94107,"237 SHIPLEY ST, SAN FRANCISCO, CA 94107",3753095,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Unknown,,03/16/2015,10/13/2015,04/05/2017,Steve Chan,,,"201401247066, 201401247071",2013.0318,http://propertymap.sfplanning.org/?search=2013.0318,"2013.0318E,2013.0318E_3,2013.0318PPA,2013.0318U,2014-003137SHD",12/17/2014,Fee Payment ,2014-J973342,11/19/2014,21,0,21,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.779107500268204,-122.403479446416,"(37.7791075002682, -122.403479446416)"
2014-036,(5) First Construction Document Issued,1140 Folsom,1140,Folsom,St,94103,"1140 FOLSOM ST, SAN FRANCISCO, CA",3730015,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Ownership,,12/30/2015,05/20/2016,11/11/2017,"1140 Folsom, LLC",,,"201411101145, 201502208943",2013.0986,http://propertymap.sfplanning.org/?search=2013.0986,"2013.0986C,2013.0986E,2013.0986E_3,2013.0986K,2013.0986PPA,2013.0986U,2013.0986X",12/18/2014,On-site BMR Project ,2015-K003042,01/09/2015,112,13,99,12%,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,37.776371328959797,-122.409161180993,"(37.7763713289598, -122.409161180993)"
2015-001,(1) Preliminary Phase,4th and Folsom,266,4th,St,94103,Planning address not yet assigned,3733093,6,South of Market,South of Market,MOHCD,Multifamily,New Construction,Rental,,,,,Developer not yet selected,,Developer not yet selected,,Not Yet Available,,,,,,,85,84,1,99%,0,0,0,0,0,0,0,0,0,,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,37.782078572802497,-122.40166128862001,"(37.7820785728025, -122.40166128862)"
2015-002,(2) Predevelopment Feasibility,"Block 48, Phase 1A, Block O",762,La Salle,Ave,94124,Not Applicable,"4591D001, 4591D002, 4591D003, 4591D004, 4591D005, 4591D006, 4591D007",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,Lennar,,,,Not Applicable,,,,,,,11,1,10,9%,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.728191079799601,-122.37422382031799,"(37.7281910797996, -122.374223820318)"
2015-003,(5) First Construction Document Issued,800 Indiana,800,Indiana,St,94107,"800 INDIANA ST, SAN FRANCISCO, CA 94107",4105009,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Unknown,,10/09/2015,01/06/2016,06/29/2017,Avalon Bay Communities,,,"201406259383, 201507080945",2011.1374,http://propertymap.sfplanning.org/?search=2011.1374,"2011.1374CND,2011.1374E,2011.1374E_3,2011.1374E_5,2011.1374K,2011.1374U,2011.1374X",01/08/2015,Fee Payment ,,,326,0,326,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.759196412346,-122.391729047715,"(37.759196412346, -122.391729047715)"
2015-004,(6) Complete,1 Franklin,1,Franklin,St,94102,"1 FRANKLIN ST, SAN FRANCISCO, CA 94102",0837003,5,Downtown/Civic Center,Hayes Valley,MOHCD,Inclusionary,New Construction,Ownership,,,04/14/2015,10/05/2016,Franklin Street Developers LLC,,,200912032516,2014.1423,http://propertymap.sfplanning.org/?search=2014.1423,2014.1423V,01/08/2015,On-site BMR Project ,2015-K006658,01/16/2015,35,4,31,11%,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.774428916610503,-122.421110190915,"(37.7744289166105, -122.421110190915)"
2016-025,(2) Predevelopment Feasibility,1500 Cortland Ave,1500,Cortland,Ave,94110,Not Applicable,5690044,9,Bernal Heights,Bernal Heights,MOHCD,Small Sites,Rehabilitation,Rental,,,,,Mission Economic Development Agency,,"MEDA Small Properties, LLC",,Not Applicable,,,,,,,4,4,0,100%,0,0,2,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37.739583860655003,-122.409320534938,"(37.739583860655, -122.409320534938)"
2015-005,(3) Design with Entitlements Approved,"100 Van Ness , Phase II",100,Van Ness,Ave,94102,"100 VAN NESS AV, SAN FRANCISCO, CA 94102",0814020,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,New Construction,Rental,,,,,,,,"201409166443, 201410108636",2014.0941,http://propertymap.sfplanning.org/?search=2014.0941,2014.0941V,01/14/2015,On-site BMR Project ,2015-K015445,02/02/2015,18,2,16,11%,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37.776721111413799,-122.419177324546,"(37.7767211114138, -122.419177324546)"
2015-006,(6) Complete,308 Turk St,308,Turk,St,94102,Not Applicable,0337007,6,Downtown/Civic Center,Tenderloin,MOHCD,Small Sites,Rehabilitation,Rental,11/01/2015,03/11/2016,,,San Francisco Community Land Trust,,San Francisco Community Land Trust,201603111790,Not Applicable,,,,,DOC-2015-K078511-00,06/19/2015,20,20,0,100%,0,20,0,0,0,0,0,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,37.783036215993903,-122.414437167218,"(37.7830362159939, -122.414437167218)"
2015-007,(2) Predevelopment Feasibility,Mission Bay South 3 East,1150,3rd,St,94158,Not Applicable,8711026,6,South of Market,Mission Bay,OCII,Multifamily,New Construction,Rental,06/01/2017,,,06/01/2019,Chinatown Community Development Center,Swords to Plowshares,MB3E LP,,Not Applicable,,,,,,,119,118,1,99%,0,12,55,30,21,0,0,0,1,2bd,56,0,0,62,0,0,62,33,0,23,0,0,0,0,0,37.7733015112888,-122.390238073414,"(37.7733015112888, -122.390238073414)"
2015-009,(5) First Construction Document Issued,150 Van Ness ,150,Van Ness,Ave,94102,"69 POLK ST, SAN FRANCISCO, CA 94102",0814001,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,New Construction,Rental,,05/23/2016,11/15/2016,05/09/2018,"Van Ness Hayes Associates, LLC",,,,2013.0973,http://propertymap.sfplanning.org/?search=2013.0973,"2013.0973C,2013.0973E,2013.0973U,2013.0973V,2013.0973X,2013.0973X_3",04/02/2015,On-site BMR Project ,2015-K161575,11/25/2015,420,50,370,12%,0,0,0,0,0,0,0,0,0,,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,37.7771340478103,-122.418822910421,"(37.7771340478103, -122.418822910421)"
2015-010,(3) Design with Entitlements Approved,19-25 Mason  & 2-16 Turk ,19-25,Mason,St,94102,"19 MASON ST, SAN FRANCISCO, CA 94102",0340002,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,New Construction,Unknown,,,,,"American Pacific International Capital, Inc. ",,,,2012.0678,http://propertymap.sfplanning.org/?search=2012.0678,"2012.0678C,2012.0678E,2012.0678K,2012.0678PPA,2012.0678U,2012.0678V,2012.0678X",04/16/2015,Fee Payment ,,,155,0,155,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.783687361889697,-122.409574740197,"(37.7836873618897, -122.409574740197)"
2015-011,(3) Design with Entitlements Approved,777 Tennessee,777,Tennessee,St,94107,"777 TENNESSEE ST, SAN FRANCISCO, CA 94107",4044013,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Ownership,,,,,Triple T Tennessee LLC,,,"201507141485, 201510169989, 201510169991",2013.0312,http://propertymap.sfplanning.org/?search=2013.0312,"2013.0312E,2013.0312E_3,2013.0312K,2013.0312PPA,2013.0312U,2013.0312X",04/30/2015,On-site BMR Project ,2015-K087225,07/08/2015,59,8,51,14%,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37.762026764691903,-122.389324477787,"(37.7620267646919, -122.389324477787)"
2015-012,(5) First Construction Document Issued,Pigeon Palace,2840-2848,Folsom,St,94110,Not Applicable,6520007,9,Mission,Mission,MOHCD,Small Sites,Rehabilitation,Rental,07/01/2016,,,10/01/2016,San Francisco Community Land Trust,,San Francisco Community Land Trust,201606291216,Not Applicable,,,,,DOC 2015-K130405-00,09/10/2015,6,6,0,100%,0,0,0,6,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,37.751811232437099,-122.414364148559,"(37.7518112324371, -122.414364148559)"
2015-013,(6) Complete,1684-1688 Grove,1684-1688,Grove,St,94117,Not Applicable,1185019,5,Haight Ashbury,Lone Mountain/USF,MOHCD,Small Sites,Rehabilitation,Rental,07/07/2016,07/13/2016,,08/30/2016,San Francisco Community Land Trust,,San Francisco Community Land Trust,201607132181,Not Applicable,,,,,DOC-2016-K193484-00,01/22/2016,3,3,0,100%,0,0,0,2,1,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37.775349265808302,-122.444368681244,"(37.7753492658083, -122.444368681244)"
2015-014,(5) First Construction Document Issued,380 San Jose,380,San Jose,Ave,94110,Not Applicable,6532034,8,Mission,Mission,MOHCD,Small Sites,Rehabilitation,Rental,08/01/2016,,,11/01/2016,Mission Economic Development Agency,,"MEDA Small Properties, LLC",,Not Applicable,,,,,DOC-2016-K193489-00,01/22/2016,4,4,0,100%,0,0,4,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37.749189899810901,-122.421641289284,"(37.7491898998109, -122.421641289284)"
